Sku,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,unit cost,lead-time,retail_price,quantity_on_hand
KR202-5470,3550,2424,3379,3843,770,2081,3423,3330,1745,2629,1437,3389,1574,4,13735,1337
KR202-5471,2591,2328,3612,887,3436,1299,2195,522,1073,1694,865,2071,1115,1,9604,1271
KR202-5472,3341,861,1428,1835,2570,1971,3670,3922,1444,550,3545,551,859,2,6530,1918
KR202-5473,1368,2113,2814,1936,1266,651,1320,3966,2044,943,3355,3658,1528,2,7621,656
KR202-5474,1324,1535,3807,3657,3438,2492,2905,1556,1097,3609,2753,2515,1221,4,4973,2469
KR202-5475,3947,1559,1124,2827,1103,2515,3145,932,3413,2221,3538,2744,1321,2,14875,2659
KR202-5476,3101,993,891,3034,2674,2184,1940,2920,3850,3458,572,2750,695,4,14490,1308
KR202-5477,857,1048,1503,3167,3164,3217,3201,3656,2297,3962,1049,1233,1223,5,5492,729
KR202-5478,3158,3580,2929,3693,1837,2109,3216,1097,2078,3043,1069,1902,1619,2,4345,1483
KR202-5479,3816,3628,1093,2595,2661,912,3082,2681,769,1549,2333,809,1221,5,6883,1487
KR202-5480,1402,832,1544,2369,1555,3593,2209,2796,2670,2558,899,3252,1131,4,3156,646
KR202-5481,1129,562,1896,519,1871,3995,1477,2069,1877,2036,2643,2684,1907,1,9126,1468
KR202-5482,1965,2483,2626,1749,1434,2930,3288,1800,544,3869,2867,1689,1334,2,2967,594
KR202-5483,3169,1017,3552,2287,2721,2272,510,890,1005,3946,3894,1475,1905,4,6478,1659
KR202-5484,943,1582,681,656,3389,1121,1243,2392,3186,3052,639,2045,1465,2,3280,1205
KR202-5485,1023,1760,3618,3216,3086,1652,913,541,807,513,2700,3280,573,1,9558,1263
KR202-5486,2247,3585,2080,2093,2017,3892,2690,3465,3369,3738,1459,1681,850,4,1962,1659
KR202-5487,2183,2844,3300,2567,3601,2624,2678,2394,531,2823,988,3638,1905,3,13463,526
KR202-5488,3840,1270,2002,2563,1728,1985,3606,1593,2634,3160,927,631,1354,3,10129,2076
KR202-5489,2253,3248,1654,2114,1556,2875,3132,2896,1478,2901,2723,550,1403,4,10744,550
KR202-5490,1423,1441,2711,1517,1544,2460,1480,3877,755,564,1410,2239,1598,3,14967,1382
KR202-5491,1699,1456,3513,2519,2092,2684,3856,861,2774,893,2132,1589,1409,4,8937,990
KR202-5492,530,1403,3080,2363,1984,1656,3718,2851,1099,1997,2646,1654,1066,2,9314,1912
KR202-5493,2815,1947,509,3345,2054,3926,1101,2837,2025,901,3213,1899,600,5,9434,523
KR202-5494,3776,1615,1436,886,2453,3228,2329,2117,1456,3553,1975,1022,1197,3,11174,1713
KR202-5495,1013,3674,2127,3685,3497,999,3631,3425,2357,3633,3769,2648,503,2,11635,2741
KR202-5496,1798,1775,3752,919,3721,2468,772,924,1685,635,1344,3732,1015,5,8104,1814
KR202-5497,1798,2379,1787,1567,2789,585,1923,995,1551,3294,1509,2670,1548,4,7694,1288
KR202-5498,787,3018,3166,2447,664,3718,2482,1734,2038,530,2924,1393,1970,3,2470,807
KR202-5499,3733,3045,1130,3284,2754,2903,1147,822,999,1346,3990,1412,1439,2,11976,1832
KR202-5500,2117,3619,1932,2811,3200,2084,987,2570,3865,2453,860,1794,944,2,5167,1260
KR202-5501,1605,900,920,3057,3927,2784,3871,2018,1437,3682,1493,813,1583,4,10516,2392
KR202-5502,3831,2836,3936,1109,1146,1440,3061,550,2522,3452,3023,1491,1804,5,3839,2135
KR202-5503,1727,768,2591,3833,2947,770,3087,3219,717,749,3723,541,1347,3,3430,1410
KR202-5504,3633,1477,763,2028,2865,1748,1234,1334,2564,1688,2176,3441,1711,1,9433,2220
KR202-5505,2108,2079,2435,1353,1532,1575,3577,1979,804,3195,736,1205,1768,1,9621,842
KR202-5506,3607,1061,1784,1644,3691,1119,1488,1818,3660,921,3273,3868,1585,3,3717,1931
KR202-5507,1335,1750,3833,2941,3369,981,1341,3111,1648,3656,2501,3964,854,3,9837,1533
KR202-5508,1259,962,2230,2919,778,2070,1629,2330,2352,1347,3459,2134,1989,4,11430,1598
KR202-5509,3918,3925,2738,540,1559,1934,583,3686,940,3341,2896,3701,1620,1,14067,2430
KR202-5510,1078,1997,1975,2185,2583,2855,3228,1175,1506,643,2403,1484,1991,1,2285,2067
KR202-5511,1281,1823,1254,1620,628,2460,2207,3607,2023,1321,1693,1889,1155,5,9683,1727
KR202-5512,584,1251,1461,2623,3636,562,2360,2525,3369,1085,1531,2861,549,3,1224,522
KR202-5513,1945,2151,2716,521,2000,1056,685,3066,1238,3890,2876,2825,1400,1,11585,460
KR202-5514,3818,1809,2056,2592,1182,3862,2662,2883,3983,781,1329,3738,830,4,4017,1021
KR202-5515,3643,2974,936,551,3449,1097,2051,1601,3006,711,3589,2344,746,3,9527,2270
KR202-5516,2834,3851,577,3825,2847,2013,3865,2219,3355,624,534,1699,1660,1,5871,525
KR202-5517,631,3197,1575,3544,2349,3725,2658,2194,2495,657,1076,3617,1245,5,11482,1362
KR202-5518,2753,3469,3377,3900,2345,3382,1048,3665,630,3982,1727,1860,1913,5,5463,2066
KR202-5519,1098,1181,575,750,1637,3942,2729,2220,3522,3509,1593,3165,1626,3,9051,2202
KR202-5520,775,2738,1842,2122,3409,3403,3786,937,1890,723,520,2571,977,2,7878,516
KR202-5521,2765,2019,1455,555,3002,1696,1930,813,3364,1901,1350,3596,1892,3,13334,1295
KR202-5522,3142,2147,2265,2042,1019,2359,913,2876,1832,1172,3093,2178,1760,3,4920,1700
KR202-5523,897,2714,3435,3505,1809,1105,2217,792,2055,747,2197,3173,691,4,2051,460
KR202-5524,573,1442,659,3473,1115,1990,2836,3359,1158,2555,3788,2885,1708,5,5669,1759
KR202-5525,3197,3949,3566,762,3874,3701,1226,1224,2379,2908,1804,2771,1320,1,14901,2097
KR202-5526,2514,3542,3045,3247,1608,761,2045,1797,2254,906,2547,1392,1640,1,6427,2076
KR202-5527,1086,2504,2426,528,924,3779,2564,1970,3810,3430,3178,2916,1222,1,10838,1302
KR202-5528,3614,2734,892,764,1892,2364,1605,3914,606,552,883,1592,1635,1,14479,908
KR202-5529,2674,3594,3361,2418,760,927,1912,2755,1722,2427,1130,3386,991,5,6079,897
KR202-5530,3519,1092,3630,1932,891,3378,2838,2313,2345,2304,2482,1930,1376,5,2455,1072
KR202-5531,1812,2607,3237,2191,2475,3408,1597,1521,3431,3039,2268,2436,1956,3,12506,1821
KR202-5532,877,701,2876,2695,690,990,3354,3987,1278,2800,1154,3620,1766,4,8525,2113
KR202-5533,2897,1393,1872,3824,3092,3487,3587,2028,3548,3592,3607,3022,1460,2,5653,2487
KR202-5534,2437,3875,950,3457,3306,628,2738,3217,718,3100,3223,1502,1999,4,9413,939
KR202-5535,1046,3681,3531,1829,2129,3660,881,3882,3864,1090,2004,1132,1580,1,10538,1735
KR202-5536,3257,2457,2423,1087,2762,3690,948,2161,3171,2587,1357,2357,1489,4,7244,1159
KR202-5537,2796,1020,3426,794,3699,871,3932,1438,3128,1825,1034,1569,1439,3,6293,667
KR202-5538,1577,1142,3536,1630,1718,1727,2659,2430,3276,2711,2961,1763,1348,4,11978,1113
KR202-5539,604,1277,2386,568,1683,2093,1947,1095,925,2379,2279,3303,517,3,11094,1074
KR202-5540,3375,1735,1723,684,2036,1541,877,3379,3843,3728,1722,2897,915,2,3746,2504
KR202-5541,3072,1232,3221,3428,3669,2702,833,1116,710,709,824,2605,892,1,5650,1955
KR202-5542,1664,3881,865,3351,3093,672,1519,2974,3106,2678,1184,1973,576,4,5956,2286
KR202-5543,3506,767,2712,1061,1219,3353,1810,1841,3413,626,2279,3112,1904,2,12654,1297
KR202-5544,2861,3404,1859,2415,3790,1906,1816,816,2195,3863,3856,3967,1632,3,3438,2081
KR202-5545,2607,2560,2237,3724,2837,1264,2171,2873,2000,3182,806,3585,1957,3,2609,774
KR202-5546,2532,2349,2117,3983,948,2553,2434,3100,1603,3342,3583,1000,1229,5,11228,2057
KR202-5547,2245,2880,889,1046,1621,3048,1117,1579,3192,2239,3796,3917,868,3,5723,2299
KR202-5548,3139,2778,3829,517,3938,3777,2030,3151,3717,1289,1873,1247,553,2,7728,1701
KR202-5549,2675,3347,1413,3729,3061,2746,775,3719,1919,3526,1782,1928,922,2,9663,2288
KR202-5550,1186,1287,2354,2413,3724,615,2215,2803,1828,790,2950,1854,1482,4,9320,1522
KR202-5551,1522,1353,3418,1459,1836,3799,3244,908,3998,2345,2352,1111,1692,3,5290,2213
KR202-5552,3152,783,684,962,804,2578,2898,1694,3945,2352,3202,2315,778,3,1149,1682
KR202-5553,1938,2575,2713,1028,3657,1857,2729,1682,1999,1609,3109,1972,1617,1,13062,2084
KR202-5554,3758,1564,2120,3772,3357,1309,1987,1272,532,3653,1549,1945,1224,2,12563,507
KR202-5555,1630,1503,1955,3432,3911,761,2289,959,2445,2387,3680,2448,1996,2,13163,1442
KR202-5556,3113,1143,767,2207,1305,3960,1761,3488,1015,2669,1354,3494,1908,3,6750,1223
KR202-5557,3075,1976,974,2676,2921,2844,2827,1883,3772,3943,826,1608,676,3,12159,953
KR202-5558,2975,2942,3228,3114,2782,2078,786,3236,3536,2203,3446,3982,571,5,896,1687
KR202-5559,2752,1589,3271,3398,2110,1221,3326,2486,2912,3445,1678,2892,1381,2,9746,2071
KR202-5560,2078,2734,854,1601,3354,3913,1808,1048,1482,1046,3377,3430,1974,5,3772,832
KR202-5561,1157,2472,3299,1772,1495,823,3139,1270,2961,1453,3136,2292,1629,5,3207,1736
KR202-5562,2338,1593,1644,3648,1208,3295,1615,1514,936,3212,1978,3568,1227,4,14257,1496
KR202-5563,753,2113,2958,3177,3814,2513,3075,3774,969,2379,2889,2203,565,5,8556,674
KR202-5564,2426,1104,2754,2478,595,2126,2065,771,1105,579,1562,1943,693,2,2599,1408
KR202-5565,3726,3548,3535,3108,1144,1963,2107,2441,3271,3357,2440,3037,681,1,7147,1127
KR202-5566,1440,879,596,3582,3687,736,2261,1274,2733,972,2054,3110,1276,5,5165,2098
KR202-5567,1289,522,1406,3879,2147,789,720,3040,1699,756,1601,1211,1536,1,13359,1637
KR202-5568,2274,1017,1402,2468,2447,2060,3574,3205,3454,2722,3059,539,694,3,9208,1149
KR202-5569,3114,3002,1522,2540,3512,1663,1048,3625,1969,1562,2732,2624,1458,2,9636,2090
KR202-5570,1665,1278,1274,2591,3730,2691,1603,3312,2208,2438,2997,955,946,3,3180,789
KR202-5571,3933,2880,3413,1804,526,643,2769,789,794,3506,3222,2250,1158,2,9868,1849
KR202-5572,1865,1595,3415,1450,2425,3915,1518,615,2996,3037,1508,1346,1111,3,8311,1221
KR202-5573,3946,2539,710,3429,2240,2449,3058,3589,905,1811,2310,3251,1434,5,11152,595
KR202-5574,1171,1969,2299,3719,962,3379,2961,616,910,2544,2311,3776,1113,5,3513,801
KR202-5575,1745,3988,3527,686,640,3113,3244,909,2577,822,2519,1665,1858,2,4850,983
KR202-5576,3871,1260,3069,3263,2428,688,3669,601,2392,2376,1598,2291,1926,2,11487,2483
KR202-5577,2274,3720,2018,3738,2699,3532,3287,3342,2917,3602,574,3466,1499,2,13036,1758
KR202-5578,1374,2452,3421,3147,2555,1559,2301,2545,2950,1198,3201,2904,599,3,13091,1450
KR202-5579,2948,2385,2541,3868,2844,2326,1524,605,823,1264,2361,1671,1758,4,2327,2020
KR202-5580,1802,1924,3407,1631,3184,3712,2653,2155,2484,3664,2796,3471,1062,4,7381,782
KR202-5581,3068,3818,2088,2368,3544,3056,2783,2023,3981,1580,3248,2562,943,3,5304,2847
KR202-5582,851,1107,738,3465,3036,2687,2199,3467,2385,3249,1396,1527,1438,5,5509,2277
KR202-5583,3214,3817,3322,2152,1697,3126,512,1091,3368,2641,3279,2588,1317,2,4960,1386
KR202-5584,1404,1971,4000,2428,872,3123,528,2966,3628,2637,3478,3174,1234,1,5793,1679
KR202-5585,2299,1336,913,3824,2467,3907,2138,1845,2862,2611,3996,2110,1384,3,5860,1921
KR202-5586,1630,1965,2597,3643,1201,2327,2407,3864,3841,2245,2574,1876,1798,5,7511,1358
KR202-5587,878,925,1392,1894,2901,3908,1521,2268,1927,3574,2580,3898,889,4,10169,2250
KR202-5588,1739,2917,3070,2659,1240,3582,3443,3408,2290,3395,3433,977,1527,2,13954,594
KR202-5589,3401,1922,2781,951,1374,3636,1797,2117,2663,806,3448,1904,1253,5,6631,681
KR202-5590,2031,3227,3515,3190,3922,1658,2726,1532,2852,2065,2205,2070,1047,1,3338,822
KR202-5591,1659,3090,3991,3111,2735,3860,896,2384,2114,1730,3476,741,519,5,10225,1783
KR202-5592,2419,3019,1443,2489,1760,2223,1422,2110,3246,2269,3462,2324,1912,3,13454,602
KR202-5593,3667,2674,3365,510,2550,3132,3206,3649,2134,2270,1111,3182,1957,1,12668,856
KR202-5594,3658,2466,3932,1603,1236,3501,3031,1031,1940,3576,613,3683,737,1,2908,525
KR202-5595,1828,1838,3547,2448,2496,3858,3827,3727,3586,3936,1591,803,622,5,8210,866
KR202-5596,3452,2271,3089,1429,795,1692,1569,1737,2207,1927,3902,949,1896,3,7582,634
KR202-5597,3477,2411,1536,980,2995,1424,2718,1415,2668,3379,2401,523,734,1,13997,502
KR202-5598,3351,1216,2726,1507,3522,1502,3907,3220,1019,3746,1656,3823,1375,4,4194,659
KR202-5599,806,3515,3604,1993,714,1738,3478,3108,1987,1318,851,3126,1651,5,2769,1526
KR202-5600,2771,3459,1237,2752,1768,1383,2405,3284,1281,3392,1805,2746,983,4,8990,1314
KR202-5601,1341,3709,2707,3591,967,1188,929,1162,3809,3208,3193,1700,861,4,3444,1187
KR202-5602,1203,2403,1857,1299,1855,3542,3559,3773,1934,2905,880,3094,596,5,7099,1127
KR202-5603,1408,966,693,2969,2719,1273,3451,1712,3018,3051,2723,1698,1795,2,5017,1311
KR202-5604,1530,1184,1539,2821,1943,2702,2327,1893,3765,1039,771,3567,605,1,10316,1356
KR202-5605,3721,3415,3383,1644,2693,1935,1433,3918,1083,2276,812,3949,750,4,13351,2679
KR202-5606,2686,1422,1400,3481,1869,1212,2716,3028,1350,3686,613,3376,583,3,5855,1052
KR202-5607,2242,3680,3603,3409,1575,1828,3282,1485,2878,3373,3279,3853,721,3,9660,2147
KR202-5608,668,1229,2577,2934,3817,812,2476,766,1608,2135,2233,1706,1323,4,11198,1342
KR202-5609,2098,578,2778,909,2893,3023,2419,2938,1267,785,790,3880,1181,4,2277,527
KR202-5610,2178,2191,567,878,1554,3012,3287,836,3750,1101,1242,1493,546,1,3527,1367
KR202-5611,2710,3148,1819,2717,1914,2810,1242,523,3231,1736,1738,717,942,4,4536,1454
KR202-5612,1995,1842,650,1443,2287,792,3483,901,3285,3204,2645,2807,713,4,7789,1571
KR202-5613,2533,1244,3306,1992,1547,2543,1055,1506,3443,752,2758,933,1770,5,2304,1004
KR202-5614,1235,3162,2826,3715,3840,1793,3453,3338,975,2130,1232,3443,631,5,13524,1661
KR202-5615,3399,1923,622,1166,3585,1888,2583,2582,2361,2899,1044,2539,1037,2,9432,2096
KR202-5616,3100,881,3479,2647,675,2350,3577,3266,780,2513,3723,3447,1944,2,6916,1878
KR202-5617,3467,2950,1836,2694,3008,1239,1487,2221,2159,3505,3345,2787,1033,2,4223,2200
KR202-5618,3434,1827,1680,1961,2716,2528,1370,1144,2764,3557,1425,3948,660,1,5428,1325
KR202-5619,2039,2992,2609,2189,3969,1176,3856,2581,2118,2344,1098,2555,962,5,14369,2060
KR202-5620,2327,2502,768,2376,1841,1138,1096,2637,832,3959,1211,1140,1190,2,3302,520
KR202-5621,3643,2784,1321,2732,1832,2423,2230,3680,738,3135,2429,3512,1629,2,12034,2560
KR202-5622,642,3648,3052,2087,3602,2397,1627,2609,2253,1894,657,3761,1969,2,5620,2270
KR202-5623,611,3460,2449,1451,1800,3497,3166,1157,2632,2543,2264,884,1207,1,3362,2066
KR202-5624,1557,3799,1759,3818,2674,3269,1613,750,2799,1134,3633,1200,1586,3,5588,2419
KR202-5625,3760,3523,1813,707,1509,541,1567,1871,1143,2469,2564,3081,1752,1,2515,2060
KR202-5626,1539,2526,1233,2588,800,1612,1084,818,658,3415,1131,1450,1042,3,6936,883
KR202-5627,3264,2226,1378,1193,1445,2092,2592,2062,1597,1233,1126,1107,1106,2,8619,363
KR202-5628,3999,3075,902,971,665,1983,943,2004,3309,1506,2837,1637,1045,5,9377,1399
KR202-5629,1294,2136,2461,3424,3614,949,1670,1839,1979,950,3069,649,1119,5,13697,1500
KR202-5630,727,1990,3836,1881,2738,2621,3668,602,872,1211,3803,2034,1091,5,2376,1569
KR202-5631,787,3852,1294,3711,1073,3784,3481,3104,1135,2726,1356,967,611,3,12857,1200
KR202-5632,3524,1756,3561,3784,1466,3725,3537,2909,1632,1898,2279,711,1864,4,7183,2016
KR202-5633,520,3716,1136,3063,1409,2414,3837,1164,2580,631,565,1868,893,1,6255,1939
KR202-5634,1970,3138,2898,872,534,2365,1929,1174,500,1197,2821,1768,597,2,2680,1384
KR202-5635,1598,2520,2981,3298,2375,2020,924,888,2455,609,1949,3678,571,5,12933,438
KR202-5636,1245,1178,2968,3803,2341,927,710,1646,3492,560,1863,704,1954,2,2719,989
KR202-5637,634,1072,3987,1233,1675,1764,2374,2312,3870,3394,1493,3622,914,4,1216,1274
KR202-5638,3959,2017,800,1118,3495,3105,529,3771,2048,2687,1393,2465,1953,4,5746,986
KR202-5639,3158,954,1871,2370,2300,3197,3547,2093,2664,2207,970,1527,1276,2,9831,596
KR202-5640,2143,2142,2498,3198,3476,1343,2868,2521,3291,1358,681,3482,1015,4,5318,1166
KR202-5641,3535,1668,1618,2780,3042,3173,754,1699,1254,3504,3216,1910,1784,3,6477,1820
KR202-5642,1436,952,3363,708,1111,2543,2571,1424,3140,3216,1905,2264,1290,1,4212,1881
KR202-5643,1328,565,3736,3942,3032,3786,3454,1747,1856,3155,510,503,613,1,9592,1850
KR202-5644,1389,3654,3459,574,1519,3010,2595,2396,1067,1982,2845,607,1263,2,9872,1413
KR202-5645,941,2803,2693,3915,2459,3241,648,2913,1508,2413,1685,2333,650,3,14512,2504
KR202-5646,2299,2014,1450,3360,2014,1804,921,1001,2248,3948,1670,1869,1637,4,2226,1816
KR202-5647,3484,2510,1192,1280,753,520,2880,1133,856,3730,3139,1104,1695,4,7296,1898
KR202-5648,3255,2984,798,1403,3580,2618,2203,761,3669,1693,1604,3828,1692,2,12219,2284
KR202-5649,2709,2242,2510,834,610,2449,2531,3896,3284,1511,1716,1772,782,3,7236,1733
KR202-5650,1996,3663,3260,2535,1126,1362,2850,1472,1608,1683,809,1948,1649,3,13810,805
KR202-5651,2721,506,3042,2270,1642,3993,1380,584,2661,2784,2805,1577,1868,3,12870,1026
KR202-5652,2280,2665,1583,2026,1633,3004,2351,3491,916,3749,3752,3121,1373,3,9810,852
KR202-5653,1692,1890,3278,580,2175,1016,3225,3611,651,505,2720,3496,1655,4,7706,1416
KR202-5654,1790,1947,3066,1487,3951,3117,3798,3589,1388,2629,1726,2548,1056,4,6531,2761
KR202-5655,1956,3583,607,2818,960,554,3595,1428,1103,1549,3653,2776,991,3,8219,1291
KR202-5656,2840,549,3377,529,3912,1783,645,3502,3471,3199,1382,2371,1643,4,13996,1153
KR202-5657,1684,2131,3196,2014,1714,1327,3442,1038,3001,3750,907,3373,606,2,11862,2139
KR202-5658,681,1828,3189,1970,1308,2723,3301,1451,1953,1204,3286,3036,920,1,7781,1098
KR202-5659,666,3538,3950,2381,3602,1718,2747,3148,2835,3117,1358,574,1143,2,12781,1875
KR202-5660,2073,1247,3208,3085,1016,1521,1322,2099,1356,2275,2502,2809,533,1,5797,2116
KR202-5661,2610,3391,2053,1846,2592,3616,3088,3620,3445,1525,990,1706,754,2,12612,2793
KR202-5662,3172,703,3664,2353,2779,1653,1476,2637,1294,669,1884,1103,1479,1,1987,659
KR202-5663,2397,2625,3367,3550,983,2203,1976,3145,2709,2711,1036,1812,1543,5,7092,673
KR202-5664,946,1103,1375,1556,3510,2821,1288,3209,2159,2958,2747,1333,1129,5,11848,1814
KR202-5665,2782,3031,934,2041,1947,1978,598,3350,1074,2512,819,1150,1908,1,2561,1604
KR202-5666,3437,3214,3061,916,2879,1696,2936,2336,1093,2378,3811,832,890,2,8851,732
KR202-5667,3196,1437,2396,802,2591,3216,1352,1067,1419,1683,1520,909,1880,2,11870,993
KR202-5668,3620,2072,2657,941,3760,2733,1294,1894,758,1224,1153,541,670,2,10736,884
KR202-5669,541,823,806,3783,557,3100,3643,2530,3374,3271,3190,1573,1048,3,7317,1738
KR202-5670,1463,2026,1976,1125,937,3496,2592,971,1931,3398,1380,2880,1206,5,8705,1570
KR202-5671,2268,1321,1281,2269,1122,3768,1641,3049,3678,1607,2898,746,1167,2,9034,2176
KR202-5672,2530,2724,2359,3832,814,1762,2509,626,835,1954,554,1475,1241,2,7058,1934
KR202-5673,2275,3341,1085,3580,2109,1996,2196,1551,2289,3597,2718,514,611,3,9974,1826
KR202-5674,2528,3328,1836,669,1598,1201,1356,3004,1725,1749,2689,1144,1133,5,7261,690
KR202-5675,1123,1488,1273,1493,1986,2328,2352,2375,1009,3455,1964,3672,844,2,12108,1743
KR202-5676,1623,2931,916,3769,2449,1134,880,1527,808,2052,3839,3843,1704,2,12226,1909
KR202-5677,773,753,2745,3986,3843,1491,3612,3184,3583,2395,572,3151,1286,3,9158,1867
KR202-5678,3671,2215,982,3814,1051,896,2589,2191,2993,1249,1793,762,864,3,14129,1005
KR202-5679,3668,1216,968,1323,2861,1418,2642,3067,2511,3302,3954,2781,1195,4,4794,1120
KR202-5680,2668,1648,653,933,1784,1212,3665,2277,1382,3812,3517,1511,1906,3,3423,1238
KR202-5681,2359,2388,1819,3738,1596,2271,747,2095,727,994,2073,3082,1831,5,7516,2106
KR202-5682,2063,687,3981,978,3638,1080,1452,1846,2666,605,3105,3641,501,1,13912,2079
KR202-5683,3629,2971,2537,1222,3328,2896,942,877,1108,3821,3730,1394,655,4,9174,2142
KR202-5684,1565,1813,1741,690,3409,2933,2131,3638,646,1327,2420,796,593,3,12516,686
KR202-5685,2864,519,1936,523,3705,625,3815,2610,3429,3741,1309,3385,1835,5,12775,947
KR202-5686,2868,3947,3329,3788,3433,3175,3704,1494,1296,2931,3608,1527,1456,1,6519,2549
KR202-5687,2560,3565,787,1524,3989,1826,2481,2561,1188,2517,3663,3546,1774,5,11670,548
KR202-5688,3770,2929,2959,972,883,1151,528,2070,2144,2984,2670,1240,603,3,8857,1421
KR202-5689,1671,3650,2919,1708,2912,3869,1972,2454,2907,2084,2857,2802,1729,5,7901,1332
KR202-5690,2651,3904,2332,2168,849,1761,3789,800,1680,844,2482,3554,948,1,14780,977
KR202-5691,1363,1847,668,2434,3145,2540,797,3134,1793,2656,3834,3806,1018,5,13287,2014
KR202-5692,2326,604,3973,2981,3447,1170,726,2393,1914,3601,1098,2480,524,3,7909,549
KR202-5693,3764,953,514,1992,2474,1664,843,1750,2410,1537,3487,1194,1790,5,11134,725
KR202-5694,2171,1893,3387,2266,3964,3189,3724,3314,1888,1756,2021,3210,690,3,11393,2323
KR202-5695,2915,3214,1013,556,503,2413,3909,3835,1559,1991,2638,834,1135,5,9393,1976
KR202-5696,2080,2277,3781,960,3535,1285,2387,3172,2244,907,2999,608,1675,1,2242,1694
KR202-5697,1215,3678,2591,3597,2039,2892,673,3392,3728,1106,2939,3111,1245,2,8805,2082
KR202-5698,1011,3774,2921,811,2256,3745,3779,3823,1701,2653,882,1399,724,2,3324,2299
KR202-5699,1460,1712,945,2532,3004,3189,2357,1439,535,506,2006,527,1034,1,10782,653
KR202-5700,2335,1948,2174,3788,2984,2138,997,2913,1392,3083,1408,3472,1895,1,5637,1749
KR202-5701,3754,2818,3937,3142,1083,829,2757,2716,695,689,3360,1706,534,5,13426,2268
KR202-5702,3378,1947,3863,3607,1657,3876,1246,1586,1162,2479,706,2552,1090,1,6274,2287
KR202-5703,2862,2874,1666,3437,2652,2911,1797,2113,2142,2123,3123,784,1831,1,13723,1627
KR202-5704,3493,3168,3709,3838,1600,1283,3717,2646,3334,994,724,3602,614,2,3086,803
KR202-5705,3402,2583,2603,2022,1297,3315,1810,2765,2589,3037,3616,2337,1644,1,12791,1197
KR202-5706,2850,2800,1097,918,2367,1658,2381,982,1870,2389,794,3030,714,4,13018,1681
KR202-5707,739,3272,2519,3495,826,747,2855,2774,2706,2133,2239,1553,1620,2,5003,1839
KR202-5708,1906,2366,3670,1850,3796,1906,3273,742,3505,952,2379,3534,1589,1,12840,2101
KR202-5709,2135,848,1972,1953,1210,2588,982,1964,3919,3695,2215,529,1827,2,7341,550
KR202-5710,3285,1554,655,3386,2044,1540,1181,2295,3018,697,939,3060,795,5,7071,1206
KR202-5711,1570,1887,2129,3714,1457,3920,3295,3629,1223,3419,752,2963,797,1,9968,555
KR202-5712,3015,1928,2982,1235,3711,2114,1758,1263,3155,2514,935,1253,1795,4,10473,1747
KR202-5713,3782,1637,2751,3486,1548,2698,3623,3715,2057,3083,2309,1171,1680,1,11978,816
KR202-5714,3346,1828,2887,3251,3815,2814,709,2671,3047,3355,1512,3984,1790,4,13044,1131
KR202-5715,1057,3778,3230,2638,2502,525,1901,735,2292,1854,793,1563,1176,1,2302,1123
KR202-5716,2790,2051,2790,697,2932,1169,2544,2842,2918,3611,3812,3957,645,5,13087,811
KR202-5717,3410,909,522,2340,2584,2996,2798,1525,1114,1408,2902,3695,1829,1,13590,1295
KR202-5718,1546,3778,968,911,2120,3711,881,2268,1216,1163,526,2519,912,3,12990,1246
KR202-5719,904,1193,883,1510,3399,2486,913,2943,1499,3177,3188,1638,1596,2,13749,1218
KR202-5720,3439,2698,2192,1710,3352,1262,2208,3192,3205,1344,2806,2221,1096,4,5979,2672
KR202-5721,981,2335,548,2036,981,2506,2612,1163,3741,1363,1411,3723,1076,3,13109,1774
KR202-5722,601,2644,3608,2211,3552,552,2955,3560,1657,3345,3269,1598,1222,1,3984,856
KR202-5723,1462,1823,2214,1809,1196,3058,3313,2657,3451,1863,3289,1193,1020,4,8925,1178
KR202-5724,875,1916,1565,1389,3969,3492,1709,1598,1684,3695,3637,1068,987,4,2797,1392
KR202-5725,2921,3279,532,3200,1879,690,3246,2319,1884,2835,1967,583,1705,3,9222,1758
KR202-5726,3514,1211,894,2604,2377,1471,2620,815,1464,2009,1232,598,1487,3,3585,1653
KR202-5727,3528,2940,3169,3624,975,2222,3314,3514,3281,3048,1166,2647,1187,2,8051,1710
KR202-5728,1726,3172,3484,1360,2774,3245,789,2820,2051,3543,2282,2940,1337,5,12928,654
KR202-5729,3333,1133,2646,3723,3331,1837,2168,2502,3020,3769,574,3111,1833,1,6106,783
KR202-5730,2028,2939,899,2933,3237,3726,2392,2857,3288,2317,3871,3475,1700,2,2002,923
KR202-5731,701,2994,624,1722,2008,2497,2281,651,3784,1918,3422,2827,571,2,2057,661
KR202-5732,2898,3481,2956,3922,3674,2248,2587,1342,3370,3533,3306,1093,1259,3,12237,2250
KR202-5733,3813,537,1622,831,3411,1255,3603,3276,1664,1703,1426,1399,647,2,12181,1644
KR202-5734,2672,1228,1950,1462,2288,3929,2909,3425,2683,3680,2559,2361,771,4,9148,2181
KR202-5735,1856,3939,1381,2643,3759,1901,1847,3765,2176,2099,3860,1837,1209,4,6966,695
KR202-5736,3685,2771,1878,3276,3258,1599,3940,1464,2663,3862,540,1488,1019,1,9972,1541
KR202-5737,1741,2978,1715,1937,1230,3412,2341,2454,2716,2566,759,730,1244,3,11341,426
KR202-5738,1168,1245,1391,2590,1784,2851,2751,3854,3737,3009,1716,1319,1889,5,11247,940
